slug,project_id,title,downloads,categories,game_versions,highest_game_version
seven-zero-meow-teams-zombie-apocalypse,t39KL6Cz,Seven Zero Meow Team's Zombie apocalypse,18541,"['combat', 'forge', 'lightweight', 'optimization']","['1.19.2', '1.20.1']",1.20.1
kings-skyblock,jsL6bQvG,King's Skyblock,18526,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.19.2'],1.19.2
all-the-create,gZCnQt7c,All the Create,18521,"['forge', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
popsicle_pack,k4XvSbRf,Popsicle Pack,18483,"['fabric', 'optimization']","['1.20.2', '1.20.4']",1.20.4
createpluss,5p8F1FxU,Create+,18481,"['adventure', 'challenging', 'forge', 'multiplayer', 'technology']",['1.18.2'],1.18.2
renokas1-racing-pack,Dh6K5NJN,Renokas1 RACING PACK,18446,"['challenging', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.4', '1.21', '1.21.1', '1.21.4']",1.21.4
natures-journey-beyond-the-horizon,scrPiYVb,Nature's Journey: Beyond the Horizon,18444,"['adventure', 'challenging', 'combat', 'forge', 'kitchen-sink', 'multiplayer', 'technology']",['1.20.1'],1.20.1
juices-vanilla-plus,xcgAe7H1,Vanilla +,18436,"['adventure', 'combat', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
pojav-mobile,OntW98SW,Pojav Mobile,18412,"['fabric', 'multiplayer', 'optimization', 'technology']","['1.20', '1.21']",1.21
create-ultimate-selection,MbatFIae,Create: Ultimate Selection,18253,"['adventure', 'challenging', 'forge', 'multiplayer', 'quests', 'technology']",['1.20.1'],1.20.1
mpe,EHLwQiA0,Multiplayer Essential,18218,"['adventure', 'challenging', 'combat', 'fabric', 'forge', 'kitchen-sink', 'lightweight', 'magic', 'multiplayer', 'optimization', 'quests', 'quilt', 'technology']","['1.20', '1.20.1', '1.21', '1.21.1']",1.21.1
empires-arise-rts-(reign-of-nether),wY2VCvu6,Reign of Nether - Empires Arise RTS,18160,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer', 'optimization']",['1.19.2'],1.19.2
jeom,yXEVXHYK,Just Enough Optimization,18121,"['fabric', 'forge', 'lightweight', 'multiplayer', 'neoforge', 'optimization', 'quilt', 'technology']","['1.7.10', '1.8.9', '1.12.2', '1.16.5', '1.17.1', '1.18.1', '1.18.2', '1.19.1', '1.19.2', '1.19.4', '1.20.1', '1.20.2', '1.20.3', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11']",1.21.11
forge-optimized-modpack,DIK1iGXK,Forge Optimized,18063,"['forge', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
sideyy-boost,7UOqTF7b,Sideyy Boost,18011,"['fabric', 'optimization']","['1.21', '1.21.4', '1.21.6', '1.21.8', '1.21.10', '26.1']",26.1
sinuspack,Bws8G0rP,SinusPack | Crystal pvp,17989,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.19.4', '1.20.1', '1.20.4']",1.20.4
jojos-mini-adventures,2CsKr4rm,Jojo's mini adventures,17958,"['adventure', 'combat', 'forge', 'magic']",['1.16.5'],1.16.5
barebonesimproved,2VHJMehj,Bare Bones Improved,17952,"['adventure', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
amfichs-cpvp-pack,wDcmNOts,Fibichik's CPVP pack,17949,"['combat', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
tnf-vanilla,Ohwb2cTF,TNF-Vanilla,17896,"['adventure', 'fabric', 'multiplayer', 'optimization']","['1.18.2', '1.19.2', '1.19.3', '1.19.4', '1.20', '1.20.1', '1.20.6', '1.21', '1.21.1', '1.21.4', '1.21.8', '1.21.10', '1.21.11']",1.21.11
kosmolot-unofficial-masa-mods,jRyepqAc,Kosmolot's Unofficial Masa Mods for 1.20.x,17854,"['fabric', 'magic']","['1.20', '1.20.1']",1.20.1
cobblemon-jenny,BXJ8x9oT,Cobblemon Jenny,17666,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
new-isles,oIMOelan,New Isles,17592,"['adventure', 'combat', 'forge', 'multiplayer']",['1.18.2'],1.18.2
supersonic-fps-booster,GqFhpEHK,Supersonic FPS Booster,17535,"['fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.20.1', '1.20.4', '1.21', '1.21.1']",1.21.1
total-valkyrien,86xMRUzP,Total Valkyrien,17529,"['adventure', 'forge', 'technology']",['1.20.1'],1.20.1
aestpack,jQrt5ZGJ,Aestpack,17497,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.20.1', '1.20.4', '1.21', '1.21.1']",1.21.1
alaskan-wilderness-reimagined,TfM45zVr,Alaskan Wilderness Reimagined - ForgeLabs Recreation [AWR],17470,"['adventure', 'challenging', 'forge', 'multiplayer']",['1.20.1'],1.20.1
dawn-of-the-flood-2,gcLXAubi,Dawn of the Flood 2,17430,"['adventure', 'challenging', 'combat', 'forge']",['1.20.1'],1.20.1
alex-adventure-pro-max,eIPhr63r,Alex Adventure Pro Max,17398,"['adventure', 'kitchen-sink', 'multiplayer', 'neoforge']",['1.20.1'],1.20.1
common-sense,MWPze92q,Common-Sense,17266,"['fabric', 'kitchen-sink', 'multiplayer', 'optimization', 'quilt']","['1.18.2', '1.19', '1.19.3', '1.20.1', '1.20.4']",1.20.4
secrets-pack,1Ahewh4W,secret's pack,17187,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.20.1', '1.20.2', '1.20.4', '1.20.6', '1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.10', '1.21.11', '26.1.2']",26.1.2
lotg,RVTVYWow,Legends of the Galaxy,17097,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.2'],1.20.2
wynncraft-ultimate,HCO6J4Q2,Wynncraft Ultimate,17033,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization', 'quests', 'quilt']","['1.19.4', '1.20.2']",1.20.2
prominence-2-chinese,2Vp3Sdd5,Prominence II: 哈斯图尔纪元,17022,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'quests', 'technology']",['1.20.1'],1.20.1
medieval-fabric-mmc3,3zLAn9i7,Medieval MC [FABRIC] MMC3,17020,"['adventure', 'combat', 'fabric', 'magic', 'quests']",['1.21.1'],1.21.1
world-edit-optimized,Fg6D6gto,World Edit optimized,16969,"['fabric', 'lightweight', 'magic', 'optimization']","['1.21.1', '1.21.11']",1.21.11
simply-optimized-reloaded,Aa5L6RtV,Simply Optimized Reloaded,16913,"['fabric', 'forge', 'lightweight', 'neoforge', 'optimization', 'quilt']","['1.16.5', '1.17.1', '1.18.2', '1.19', '1.19.1', '1.19.2', '1.19.3', '1.19.4', '1.20', '1.20.1', '1.20.2', '1.20.3', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.2', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1', '26.1.1', '26.1.2']",26.1.2
counter-strike-two,EN5xNG14,Counter Strike 2,16898,"['adventure', 'combat', 'forge', 'multiplayer', 'neoforge']",['1.20.1'],1.20.1
rlfabric,ba5JSJuc,RLFabric,16871,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
wonderland-modpack,UNMsnAWW,Wonderland Modpack,16855,"['adventure', 'challenging', 'forge', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
roguecraft-official,SzRYBMyL,Roguecraft [OFFICIAL],16820,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization']","['1.21.6', '1.21.8', '1.21.10', '1.21.11']",1.21.11
zombie-craft,SBExnz5z,Zombie Craft,16729,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer']",['1.19.2'],1.19.2
kpbspm-spm-edition,syzzS7Nd,KPBSPM - SPm Edition,16708,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.8', '1.21.11']",1.21.11
remarkably-beautiful,frME6zlB,Remarkably Beautiful,16688,"['adventure', 'fabric', 'multiplayer', 'optimization']","['1.19.2', '1.19.4', '1.20.1', '1.20.4', '1.20.6', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1']",26.1
lunar-pvp,E1PEVdVt,LUNAR PVP,16644,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.21.1', '1.21.5', '1.21.8', '1.21.10', '1.21.11', '26.1', '26.1.1', '26.1.2']",26.1.2
buildingblocks_mp,AUjKhsyg,Building Blocks,16616,"['fabric', 'kitchen-sink', 'optimization']","['1.20.4', '1.21.1', '1.21.4', '1.21.11']",1.21.11
gunwie,Vsq9sgLU,GunWie,16613,"['challenging', 'combat', 'forge', 'multiplayer']",['1.7.10'],1.7.10
mc-sm,BnQmmWKZ,Minecraft: Story Mode,16609,"['adventure', 'combat', 'forge', 'multiplayer']",['1.20.1'],1.20.1
mini-client,EREfJpnv,Bedwars Mini Client,16486,"['combat', 'forge', 'lightweight', 'optimization']",['1.8.9'],1.8.9
backrooms-next,REzz58bs,Backrooms Next (BackroomsMC),16406,"['adventure', 'challenging', 'combat', 'fabric', 'magic', 'multiplayer', 'quests']",['1.20.1'],1.20.1
minecraft-live-replay-mod-pack,AVvoZTw5,Minecraft Live Replay Mod Pack,16344,"['fabric', 'lightweight', 'optimization']",['1.20.1'],1.20.1
100-days-on-a-desert-island,c2InZkkp,100 Days on a Desert Island,16242,"['adventure', 'challenging', 'fabric']",['1.21.5'],1.21.5
tensura-new-beginnigs,ngWVD9T1,Tensura: New Beginnings,16241,"['adventure', 'challenging', 'combat', 'forge', 'lightweight', 'magic', 'multiplayer', 'optimization']",['1.19.2'],1.19.2
castcrafter-survival-server,5PJnGfrC,CastCrafter Survival Server,16145,"['fabric', 'multiplayer', 'optimization']","['1.20.4', '1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.7', '1.21.8', '1.21.11']",1.21.11
just-more-fps,v4iXhdT2,Just more fps,16096,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
actions-and-smooth,hD5oCGpa,Actions and Smooth,16006,"['fabric', 'lightweight', 'optimization', 'technology']","['1.21.7', '1.21.11']",1.21.11
optifab,iM2ohADY,OptiFab,15992,"['fabric', 'lightweight', 'optimization']","['1.19.3', '1.19.4', '1.20', '1.20.1', '1.20.2', '1.20.4', '1.21.11']",1.21.11
horror-craft,Gpnf33t0,Horror Craft,15895,"['adventure', 'fabric', 'magic', 'multiplayer']",['1.20.1'],1.20.1
steam-n-rails-modpack,9a0qj1oH,Steam 'n' Rails Server Modpack,15866,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
the-optimization-from-the-fog,u12N6UWc,The Optimization From The Fog,15863,"['challenging', 'fabric', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
adventure-orespawn,bdTciPx1,OreSpawn Adventure,15852,"['adventure', 'challenging', 'combat', 'forge']","['1.16.5', '1.20.1']",1.20.1
hexxit-reborn,jjUCPREu,Hexxit Reborn,15820,"['adventure', 'challenging', 'combat', 'fabric', 'magic', 'multiplayer']",['1.20.1'],1.20.1
create-nouveau,YGkW9eDj,Create Nouveau,15814,"['adventure', 'forge', 'magic']",['1.20.1'],1.20.1
1.22-the-end-update,7vyiKFfz,1.22 - The End Update,15746,"['adventure', 'challenging', 'fabric', 'optimization']",['1.20.1'],1.20.1
somethings-wrong..,QAu4xB5W,Something's Wrong..,15725,"['adventure', 'challenging', 'forge', 'lightweight', 'optimization']",['1.19.2'],1.19.2
rainbow-six-siege,guxw1p9V,Rainbow Six Siege,15687,"['combat', 'fabric', 'multiplayer']",['1.21.1'],1.21.1
pokearena-cobblemon,PSJD2apP,PokeArena Cobblemon,15681,"['adventure', 'fabric', 'multiplayer']",['1.21.1'],1.21.1
forged-optimizations,EWPpLJW2,Forged Optimizations,15679,"['forge', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.8.9', '1.19.2', '1.20.1']",1.20.1
guns-survival-multiplayer,9VEwQoJH,Guns Survival Multiplayer,15674,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
fps++,TUQdKd03,FPS++,15660,"['fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.16.5'],1.16.5
builders-refuge,9P5UIBzb,Builder's Refuge,15559,"['fabric', 'magic', 'optimization']","['1.20.4', '1.21.10']",1.21.10
pixelmon-ultron,ukJ8pnl3,Pixelmon: Ultron,15550,"['adventure', 'combat', 'forge', 'multiplayer']",['1.20.2'],1.20.2
kami-chan-optimized,sQ1MQcd2,Kami Chan Optimized,15531,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.19.3', '1.19.4', '1.20', '1.20.1', '1.20.2', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1.1', '26.1.2']",26.1.2
colonies-and-technologies,9CyKlEmP,Colonies And Technologies,15516,"['adventure', 'combat', 'forge', 'kitchen-sink', 'multiplayer', 'quests', 'technology']",['1.20.1'],1.20.1
cobblemon-skyblock+,griCvcbO,Cobblemon Skyblock+,15513,"['adventure', 'challenging', 'fabric', 'magic']",['1.21.1'],1.21.1
oneblock-ultimate,pVvaKa5o,Oneblock Ultimate,15481,"['adventure', 'challenging', 'lightweight', 'multiplayer', 'neoforge']",['1.21.1'],1.21.1
forge-frontier,H3DKw7tz,Create - Forge Frontier [Old/Outdated],15460,"['adventure', 'challenging', 'combat', 'lightweight', 'multiplayer', 'neoforge', 'optimization', 'quests']",['1.20.1'],1.20.1
im-lost-the-broken-script,zYwXG4cZ,Im Lost.. (The Broken Script),15378,"['adventure', 'forge', 'lightweight', 'neoforge']","['1.20.1', '1.21.1']",1.21.1
redstoned,RuMdvBGq,Redstone Essentials,15318,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.17.1', '1.18.2', '1.19.2', '1.19.3', '1.19.4', '1.20', '1.20.1', '1.20.2', '1.20.3', '1.20.4', '1.20.6', '1.21']",1.21
defcore,Uy5MR9IW,DefCore Optimization,15315,"['fabric', 'multiplayer', 'optimization']","['1.21.1', '1.21.8', '1.21.10']",1.21.10
klashpack,I1Vcqj2d,KlashPack,15280,"['fabric', 'multiplayer', 'optimization']","['1.20.1', '1.21.4', '1.21.10']",1.21.10
pvp-mods-with-optimization,8wA1vXYS,PvP mods with optimization,15251,"['challenging', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1', '26.1.1', '26.1.2']",26.1.2
spells-swords-and-dungeons-forge,uVoEBSOM,"Spells, Swords, And Dungeons [Forge]",15234,"['adventure', 'combat', 'forge', 'kitchen-sink', 'magic']",['1.20.1'],1.20.1
distant-horizons-+,Y99oEa5p,Distant Horizons Optimized,15206,"['fabric', 'multiplayer', 'optimization', 'technology']",['1.21'],1.21
thaumcraft-4-pack,bBpfGHtb,Thaumcraft 4 Enhanced for PojavLauncher,7947,"['adventure', 'forge', 'lightweight', 'magic', 'optimization', 'quests', 'technology']",['1.7.10'],1.7.10
cobblemon-conquest,Z3FPtXYX,Cobblemon Conquest,7940,"['adventure', 'fabric', 'lightweight', 'multiplayer']","['1.20.1', '1.21.1']",1.21.1
aclu-smp-modpack,Ah1sxlSF,AtriocSMP Modpack,7933,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.2', '1.21.6', '1.21.7']",1.21.7
1.20.2-replays,tQJSMJDz,1.20.2 Replays,7927,"['fabric', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
ovop,jt7r7kmF,Overly Optimized,7910,"['fabric', 'lightweight', 'multiplayer', 'neoforge', 'optimization', 'quilt']","['1.19.2', '1.19.4', '1.20', '1.20.1', '1.20.2', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1', '26.1.1', '26.1.2']",26.1.2
destiny-pixelmon,3G8ljodZ,Destiny Pixelmon,7896,"['forge', 'multiplayer']",['1.12.2'],1.12.2
nohtis-apohcalyps,my1CiIFD,Nohtis Apohcalyps,7893,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer', 'technology']",['1.16.5'],1.16.5
project-boss-rpg,6qXHHAYn,Project: Boss RPG [FORGE]  | BR,7889,"['adventure', 'challenging', 'combat', 'forge', 'lightweight', 'magic', 'multiplayer', 'optimization', 'quests']",['1.20.1'],1.20.1
pretty-without-shaders,wNuCTpk5,Pretty Without Shaders,7878,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.20.4']",1.20.4
horizon-optimized,Lc453T5x,Horizon Optimized,7866,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.19.4', '1.20.1', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.11']",1.21.11
realcraft,GtnN4x1g,RealCraft,7865,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.19.4', '1.20', '1.20.1', '1.20.4', '1.20.6', '1.21.1']",1.21.1
the-terrifying-script,WIxhQe3f,The Terrifying Script,7860,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'neoforge']","['1.20.1', '1.21.1']",1.21.1
mekanism-create,h1ewcBt2,Mekanism & Create,7856,"['adventure', 'combat', 'forge', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
create-stratus-terra-forge,934gCziS,Create: Stratus Terra (Forge),7845,"['adventure', 'decoration', 'economy', 'equipment', 'forge', 'game-mechanics', 'management', 'mobs', 'technology', 'transportation', 'utility', 'worldgen']",['1.20.1'],1.20.1
deuterium,nHps3us9,Deuterium,7834,"['forge', 'lightweight', 'neoforge', 'optimization']","['1.18.2', '1.19.2', '1.20.1', '1.20.4', '1.21.1']",1.21.1
fresh-adventures,ZE5b2pxl,Fresh Adventures [Forge] v1,7833,"['adventure', 'challenging', 'combat', 'forge', 'kitchen-sink', 'magic', 'multiplayer', 'optimization', 'quests']",['1.16.5'],1.16.5
recorders-modpack,oM4nvDiZ,[Discontinued],7827,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.0', '1.1', '1.2.1', '1.2.2', '1.2.3', '1.2.4', '1.2.5', '1.3.1', '1.3.2', '1.4.2', '1.4.4', '1.4.5', '1.4.6', '1.4.7', '1.5.1', '1.5.2', '1.6.1', '1.6.2', '1.6.4', '1.7.2', '1.7.3', '1.7.4', '1.7.5', '1.7.6', '1.7.7', '1.7.8', '1.7.9', '1.7.10', '1.8', '1.8.1', '1.8.2', '1.8.3', '1.8.4', '1.8.5', '1.8.6', '1.8.7', '1.8.8', '1.8.9', '1.9', '1.9.1', '1.9.2', '1.9.3', '1.9.4', '1.10', '1.10.1', '1.10.2', '1.11', '1.11.1', '1.11.2', '1.12', '1.12.1', '1.12.2', '1.13', '1.13.1', '1.13.2', '1.14', '1.14.1', '1.14.2', '1.14.3', '1.14.4', '1.15', '1.15.1', '1.15.2', '1.16', '1.16.1', '1.16.2', '1.16.3', '1.16.4', '1.16.5', '1.17', '1.17.1', '1.18', '1.18.1', '1.18.2', '1.19', '1.19.1', '1.19.2', '1.19.3', '1.19.4', '1.20', '1.20.1', '1.20.2', '1.20.3', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.2', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8']",1.21.8
shingeki-no-kyojin,7zO9UyHs,Shingeki no Kyojin (Attack on Titan),7801,"['adventure', 'challenging', 'combat', 'fabric', 'lightweight', 'multiplayer']",['1.21.8'],1.21.8
maxs-smp-pack,Fr0nHdqw,max's smp pack,7799,"['combat', 'fabric', 'lightweight', 'optimization']","['1.21.8', '1.21.10', '1.21.11', '26.1']",26.1
one-block-horror-modpack,kUZjStYB,One Block Horror,7792,"['adventure', 'challenging', 'combat', 'fabric', 'lightweight', 'magic']",['1.21.10'],1.21.10
arcomua-lite,mT5Seqq5,Arcomua Lite,7789,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.20.2', '1.20.4']",1.20.4
hoplite+,xPJIwtgL,Hoplite+,7783,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.21', '1.21.8']",1.21.8
diamond-dimensions-reborn,9geV10kL,The Diamond Dimensions Reborn,7781,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer', 'neoforge', 'technology']","['1.20.1', '1.21.1']",1.21.1
vikings(httyd),Ru6k3ekr,Vikings,7779,"['adventure', 'combat', 'forge', 'magic', 'multiplayer']","['1.18.2', '1.20.1']",1.20.1
ultimatelyoptimizedold,QDdq9DYz,Ultimately Optimized(Old/Moved),7768,"['forge', 'lightweight', 'multiplayer', 'optimization']","['1.7.10', '1.8.9', '1.12.2']",1.12.2
"medival,-magic-tech",Yy5PGT4O,"Medival, Magic & Tech",7761,"['adventure', 'forge', 'magic', 'multiplayer', 'neoforge', 'technology']","['1.20.1', '1.21.1']",1.21.1
multiplicative,ZdS8zCcl,Multiplicative,7759,"['fabric', 'forge', 'multiplayer', 'optimization', 'quilt']","['1.19.4', '1.20', '1.20.1', '1.20.2']",1.20.2
create-ultimate-pack,irpXRoMZ,Create Ultimate Pack - The Industrial Age,7751,"['adventure', 'forge', 'kitchen-sink', 'technology']",['1.20.1'],1.20.1
barebonesmp-voicechat,ZezJoroa,BareBones VoiceChat,7694,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.2', '1.20.4', '1.20.6', '1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.7', '1.21.8', '1.21.10', '1.21.11']",1.21.11
quantumiz,QBnBMaZW,QuantuMiz,7681,"['fabric', 'lightweight', 'optimization']","['1.19.3', '1.19.4', '1.20.1', '1.20.2', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.11', '26.1.1', '26.1.2']",26.1.2
clockworker,AK6ShAaE,Clockworker,7673,"['fabric', 'forge', 'technology']",['1.18.2'],1.18.2
mastering-magic,36BOkCVH,Mastering Magic,7666,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer']",['1.20.1'],1.20.1
minegraphc,NhXUS5eL,MineGraph,7663,"['adventure', 'fabric', 'lightweight', 'optimization']","['1.21.4', '1.21.5', '1.21.8']",1.21.8
solws,k9KrSuX1,Speed Of Light FPS Booster (SOL) With Shaders,7663,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21', '1.21.4']",1.21.4
optimizing-pvp,ZeGtqOQ2,Optimizing PvP,7637,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.20.4', '1.20.6', '1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.10', '1.21.11', '26.1', '26.1.1']",26.1.1
techno,UjUpPc01,Techno Biodiversity 1,7631,"['adventure', 'challenging', 'combat', 'forge', 'kitchen-sink', 'multiplayer', 'technology']",['1.12.2'],1.12.2
cobble-creations,aiyEE1th,Cobble Creations,7614,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'multiplayer', 'quilt', 'technology']","['1.19.2', '1.20.1']",1.20.1
project-starlight,s0DpII8u,Starlight,7613,"['fabric', 'lightweight', 'optimization']","['1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.11']",1.21.11
wynn-pack,l4p2TEN1,Wynnpack,7572,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21'],1.21
cobble-enhanced,YvZut83b,Cobblemon Enhanced,7563,"['adventure', 'combat', 'forge', 'kitchen-sink', 'lightweight', 'multiplayer', 'neoforge', 'optimization']","['1.20.1', '1.21.1']",1.21.1
conquest-of-hunterra-modpack,IuMWg3Gg,Conquest Of Hunterra Modpack,7562,"['adventure', 'challenging', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
wl-wither-storm,ytExxqco,WL Wither Storm,7552,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer', 'quests']",['1.19.4'],1.19.4
intermediate-version,FTVRwnKz,Intermediate Version,7551,"['adventure', 'challenging', 'combat', 'magic', 'multiplayer', 'neoforge', 'quests']","['1.21.10', '1.21.11', '26.1.2']",26.1.2
